,nome,genero
4349,Allen Payne,M
4350,Sihung Lung,M
4351,Robert C. Thompson,M
4352,Richard Herley,M
4353,T. Coraghessan Boyle,M
4354,Harry Goodridge,M
4355,Tina Majorino,F
4356,Andrew Morahan,M
4357,Michele Soavi,M
4358,Tiziano Sclavi,M
4359,Rupert Everett,M
4360,Stephen Norrington,M
4361,Louis Cha,M
4362,Brian Owens,M
4363,Adam Resnick,M
4364,Caroline Thompson,F
4365,Anna Sewell,F
4366,Charles Haid,M
4367,John Michael Hayes,M
4368,Mackenzie Astin,M
4369,Tony Griffin,M
4370,Mohamad Ali Keshavarz,M
4371,Wei Lu,M
4372,Marie Weiss,F
4373,Denis Leary,M
4374,Charles T. Kanganis,M
4375,Adam Bernstein,M
4376,Julia Sweeney,F
4377,Sara Parriott,F
4378,John Bailey,M
4379,Roy Carlson,M
4380,Bernie Somers,M
4381,James Gray,M
4382,Eric Knight,M
4383,Sean Nelson,M
4384,Stuart Orme,M
4385,Robert A. Heinlein,M
4386,Roger Angell,M
4387,Iain Softley,M
4388,Mildred Cram,F
4389,Akiva Goldsman,M
4390,Eric Meza,M
4391,Max Apple,M
4392,Rory Kelly,M
4393,Duane Dell'Amico,M
4394,George Huang,M
4395,Gary Jones,M
4396,Tom Chaney,M
4397,Gunnar Hansen,M
4398,Tia Brelis,F
4399,Nancy Brelis,F
4400,George Eliot,F
4401,Gérard Corbiau,M
4402,Andrée Corbiau,F
4403,Stefano Dionisi,M
4404,Antonia Bird,F
4405,Jimmy McGovern,M
4406,Linus Roache,M
4407,Taylor Nichols,M
4408,Milcho Manchevski,M
4409,John Roberts,M
4410,Louis Pergaud,M
4411,Gregg Fitzgerald,M
4412,Geoff Burton,M
4413,Jack Thompson,M
4414,Brian Benben,M
4415,Matty Rich,M
4416,Trey Ellis,M
4417,Larenz Tate,M
4418,David Weisberg,M
4419,Michael Hastings,M
4420,Xavier Koller,M
4421,Darlene Craviotto,F
4422,Adam Beach,M
4423,Kelly Reichardt,F
4424,Jesse Hartman,M
4425,Lisa Donaldson,F
4426,Terence Rattigan,M
4427,Al Stump,M
4428,Alicia Silverstone,F
4429,Randall Wallace,M
4430,Jim Lovell,M
4431,Jonathan Hensleigh,M
4432,Larry Clark,M
4433,Harmony Korine,M
4434,Leo Fitzpatrick,M
4435,Paul W.S. Anderson,M
4436,Ed Boon,M
4437,Shannen Doherty,F
4438,Chris Marker,M
4439,John O'Brien,M
4440,Elizabeth Berkley,F
4441,Ice Cube,M
4442,Peter Rader,M
4443,Scott Kalvert,M
4444,Jim Carroll,M
4445,Michael Bay,M
4446,Tim Herlihy,M
4447,Adam Sandler,M
4448,Bryan Spicer,M
4449,John Kamps,M
4450,Karan Ashley,F
4451,Ian Fleming,M
4452,Natasha Henstridge,F
4453,Laurence Dworet,M
4454,Rafael Moreu,M
4455,Brad Silberling,M
4456,Joseph Oriolo,M
4457,Beeban Kidron,F
4458,Douglas Carter Beane,M
4459,Judd Apatow,M
4460,Tom McGowan,M
4461,Alan Martin,M
4462,Lori Petty,F
4463,Lesli Linka Glatter,F
4464,I. Marlene King,F
4465,Christina Ricci,F
4466,Mike Gabriel,M
4467,Carl Binder,M
4468,Kevin Lima,M
4469,Jymn Magon,M
4470,Bill Farmer,M
4471,John N. Smith,M
4472,LouAnne Johnson,F
4473,Joyce Maynard,F
4474,Samuel A. Taylor,M
4475,Shirow Masamune,M
4476,Daniel G. Sullivan,M
4477,Bonnie Turner,F
4478,Chris Farley,M
4479,Chris Noonan,M
4480,Dick King-Smith,M
4481,Helen Prejean,F
4482,Betty Thomas,F
4483,Sherwood Schwartz,M
4484,Robert Longo,M
4485,William Gibson,M
4486,Danny Cannon,M
4487,John Wagner,M
4488,Gilles Adrien,M
4489,Ron Perlman,M
4490,Joe Connelly,M
4491,Victor Salva,M
4492,Richard Hatem,M
4493,Steve Oedekerk,M
4494,David Caruso,M
4495,Holly Goldberg Sloan,F
4496,Joe Chappelle,M
4497,Debra Hill,F
4498,Albert Hackett,M
4499,Andy Tennant,M
4500,Deborah Dean Davis,F
4501,Alan Sharp,M
4502,Melanie Mayron,F
4503,Ann M. Martin,F
4504,Schuyler Fisk,F
4505,Terry McMillan,F
4506,Whitney Houston,F
4507,Heather Matarazzo,F
4508,Lynne Reid Banks,F
4509,Hal Scardino,M
4510,Walter Mosley,M
4511,Whitney Otto,F
4512,Josh Hamilton,M
4513,Ethan Reiff,M
4514,Jonathan Taylor Thomas,M
4515,John Wyndham,M
4516,Peter Dexter,M
4517,Clarence Williams III,M
4518,Doug Richardson,M
4519,David E. Peckinpah,M
4520,Stephen J. Rivele,M
4521,Patricia Rozema,F
4522,Pascale Bussières,F
4523,Dusan Kovacevic,M
4524,Simon Wells,M
4525,Cliff Ruby,M
4526,Andrew Sipes,M
4527,William Baldwin,M
4528,Nathaniel Hawthorne,M
4529,Kelly Makin,F
4530,Roger Kumble,M
4531,Matt Frewer,M
4532,Gary Fleder,M
4533,Scott Rosenberg,M
4534,Patrick Braoudé,M
4535,Karen Elise Baldwin,F
4536,Andrew Davies,M
4537,Michael Moore,M
4538,Christian Duguay,M
4539,Álex de la Iglesia,M
4540,Jorge Guerricaechevarría,M
4541,Álex Angulo,M
4542,Michael Part,M
4543,Oliver Parker,M
4544,Kevin James Dobson,M
4545,Barry Glasser,M
4546,Paul Auster,M
4547,Eleazar Lipsky,M
4548,Audie England,F
4549,Chris Radant,M
4550,Philip Haas,M
4551,A.S. Byatt,F
4552,Robert Kuhn,M
4553,Joseph Mazzello,M
4554,Jean Giono,M
4555,Olivier Martinez,M
4556,Paula Milne,F
4557,Rose Tremain,F
4558,Tonino Guerra,M
4559,Fanny Ardant,F
4560,Gregory Nava,M
4561,Jimmy Smits,M
4562,Jack Mulcahy,M
4563,Stacy Title,F
4564,Dan Rosen,M
4565,John Jordan,M
4566,Ruth Rendell,F
4567,Lili Taylor,F
4568,Christopher Monger,M
4569,Ifor David Monger,M
4570,Tim Sullivan,M
4571,Christopher Ashley,M
4572,Steven Weber,M
4573,Chris Crutcher,M
4574,Charlie Talbert,M
4575,Daisy von Scherler Mayer,F
4576,Harry Birckmayer,M
4577,Parker Posey,F
4578,James Morris,M
4579,Seth Margolis,M
4580,Don Tracy,M
4581,Rachel Koretsky,F
4582,Carlo Carlei,M
4583,James Herbert,M
4584,Michael J. Di Gaetano,M
4585,Sinbad,M
4586,Jafar Panahi,M
4587,Aida Mohammadkhani,F
4588,Barbara Turner,F
4589,Peter Hall,M
4590,Lewis A. Green,M
4591,Maria Maggenti,F
4592,Laurel Holloman,F
4593,John Fortenberry,M
4594,Barbara Williams,F
4595,Max Grodénchik,M
4596,Beryl Bainbridge,F
4597,Theodoros Angelopoulos,M
4598,Shar-Ron Corley,M
4599,Sergio Castellitto,M
4600,Benoît Jacquot,M
4601,Jérôme Beaujour,M
4602,Virginie Ledoyen,F
4603,Rick Stevenson,M
4604,David Frankel,M
4605,Marleen Gorris,F
4606,Willeke van Ammelrooy,F
4607,Clare Peploe,F
4608,James Hadley Chase,M
4609,John Wilcox,M
4610,Jacques Fieschi,M
4611,Preston A. Whitmore II,M
4612,Melvin Van Peebles,M
4613,Kadeem Hardison,M
4614,Michael Jordan,M
4615,Kevin Williamson,M
4616,Neve Campbell,F
4617,Lorenzo Carcaterra,M
4618,Robert Kurtzman,M
4619,Bruce Geller,M
4620,Irvine Welsh,M
4621,Dodie Smith,F
4622,J.G. Ballard,M
4623,Robin Tunney,F
4624,Len Brown,M
4625,Michael Ondaatje,M
4626,Luke Wilson,M
4627,Jennifer Tilly,F
4628,André Cayatte,M
4629,H.G. Wells,M
4630,Bobby Farrelly,M
4631,Barry Fanaro,M
4632,Tony Puryear,M
4633,Carl Hiaasen,M
4634,Jonathan Frakes,M
4635,Lou Holtz Jr.,M
4636,Paris Barclay,M
4637,Shawn Wayans,M
4638,Philip Baker Hall,M
4639,Campbell Scott,M
4640,Stanley Tucci,M
4641,Tony Shalhoub,M
4642,Olivia Goldsmith,F
4643,Takashi Bufford,M
4644,Jada Pinkett Smith,F
4645,Paul Terry,M
4646,Stuart Baird,M
4647,Jason Bloom,M
4648,James DeMonaco,M
4649,Charles Gieg Jr.,M
4650,Douglas McGrath,M
4651,Arne Schmidt,M
4652,Helena Kriel,F
4653,Naveen Andrews,M
4654,Jens Dahl,M
4655,Kim Bodnia,M
4656,Leslie Bohem,M
4657,Ryûzô Kikushima,M
4658,Cyril Hume,M
4659,Bill Lishman,M
4660,John Norville,M
4661,David Hogan,M
4662,Chris Warner,M
4663,Pamela Anderson,F
4664,Lee Falk,M
4665,Peter Abrahams,M
4666,Erika Holzer,F
4667,Shaquille O'Neal,M
4668,Kelsey Grammer,M
4669,Randy Kornfield,M
4670,Jan Sardi,M
4671,Fred Wolf,M
4672,Gerald Di Pego,M
4673,Bronwen Hughes,F
4674,Louise Fitzhugh,F
4675,Michelle Trachtenberg,F
4676,Ricou Browning,M
4677,Tim Rice,M
4678,Gilbert Adler,M
4679,William M. Gaines,M
4680,Dennis Miller,M
4681,Rick Friedberg,M
4682,Jason Friedberg,M
4683,Roy Frumkes,M
4684,Jerry Zaks,M
4685,Scott McPherson,M
4686,Chris Miller,M
4687,Arlene Sanford,F
4688,Tim Pope,M
4689,Vincent Perez,M
4690,Lech Majewski,M
4691,Frank Dux,M
4692,Robert Louis Stevenson,M
4693,Tim Curry,M
4694,Bruce Ramsay,M
4695,Lisa Krueger,F
4696,Hettie Macdonald,F
4697,Jonathan Harvey,M
4698,Glen Berry,M
4699,Nick Villiers,M
4700,Michael Winterbottom,M
4701,Hossein Amini,M
4702,Larry Bishop,M
4703,Olivier Assayas,M
4704,Cornell Woolrich,M
4705,Annette Haywood-Carter,F
4706,Hedy Burress,F
4707,John Gray,M
4708,Kevin Brodbin,M
4709,Joan Didion,F
4710,George Dawes Green,M
4711,David R. Ellis,M
4712,Chris Hauty,M
4713,John Payson,M
4714,Melvil Poupaud,M
4715,Robert Nathan,M
4716,Charlotte Brontë,F
4717,Eric Schaeffer,M
4718,Greg Mellott,M
4719,Wayne Smith,M
4720,John Hopkins,M
4721,Jason Alexander,M
4722,Don Rhymer,M
4723,Tom Arnold,M
4724,Greg Mottola,M
4725,Hope Davis,F
4726,Rosellen Brown,F
4727,Michael Palmer,M
4728,Susan Streitfeld,F
4729,Louise J. Kaplan,F
4730,Martin Lawrence,M
4731,Lynne Stopkewich,F
4732,Angus Fraser,M
4733,Molly Parker,F
4734,Audrey Wells,F
4735,Dan Ireland,M
4736,Novalyne Price Ellis,F
4737,Michael Goldenberg,M
4738,Jason Katims,M
4739,David Schwimmer,M
4740,Farhad Mann,M
4741,Reb Braddock,M
4742,Tim Kelleher,M
4743,Steven Baigelman,M
4744,Sei Shonagon,F
4745,Vivian Wu,F
4746,Sherry Mills,F
4747,Ken Lipper,M
4748,Tony Hendra,M
4749,Valerie Martin,F
4750,E. Jack Kaplan,M
4751,Nat Hiken,M
4752,James Lee Burke,M
4753,Edward Pomerantz,M
4754,Jeremiah Newton,M
4755,Charles Leavitt,M
4756,Larry Leker,M
4757,Suzan-Lori Parks,F
4758,Theresa Randle,F
4759,Roy Blount Jr.,M
4760,Jim Wilson,M
4761,Eirik Ildahl,M
4762,Bill Bennett,M
4763,Norm Hiscock,M
4764,Dave Foley,M
4765,Colm Meaney,M
4766,Andy Burg,M
4767,Daniel Defoe,M
4768,Jenaro Prieto,M
4769,Dale Rosenbloom,M
4770,Phyllis Reynolds Naylor,F
4771,Blake Heron,M
4772,Henry S. Villard,M
4773,Arianna Huffington,F
4774,Richard Feynman,M
4775,Bill Geddie,M
4776,Alan Mehrez,M
4777,Jeff Schechter,M
4778,Daniel Bernhardt,M
4779,Doug Ellin,M
4780,Cleveland O'Neal III,M
4781,Jermaine Hopkins,M
4782,Steven Haft,M
4783,Illeana Douglas,F
4784,Tom DeCerchio,M
4785,Bill Couturié,M
4786,Ken Richards,M
4787,Matt LeBlanc,M
4788,Jay Roach,M
4789,Vladimir Nabokov,M
4790,Casper Van Dien,M
4791,Andrew Neiderman,M
4792,Simon West,M
4793,Pam Grier,F
4794,Vincenzo Cerami,M
4795,James V. Hart,M
4796,Lowell Cunningham,M
4797,Raja Gosnell,M
4798,Alex D. Linz,M
4799,Andrew W. Marlowe,M
4800,Philip Eisner,M
4801,Mike Werb,M
4802,Jim Gillespie,M
4803,Lois Duncan,F
4804,Jennifer Love Hewitt,F
4805,Vincenzo Natali,M
4806,André Bijelic,M
4807,Nicole de Boer,F
4808,Paul Guay,M
4809,Joseph D. Pistone,M
4810,Jay Ward,M
4811,Susan Gauthier,F
4812,Joan Taylor,F
4813,Matthew Perry,M
4814,John Berendt,M
4815,Brian Robbins,M
4816,Dan Schneider,M
4817,Kel Mitchell,M
4818,Sadayuki Murai,M
4819,Hans Bauer,M
4820,Bruce Feirstein,M
4821,Leslie Charteris,F
4822,Peter Cattaneo,M
4823,Simon Beaufoy,M
4824,Mark A.Z. Dippé,M
4825,Todd McFarlane,M
4826,Michael Jai White,M
4827,David Mirkin,M
4828,Mira Sorvino,F
4829,Heinrich Harrer,M
4830,Nick Sutton,M
4831,Stephen Fry,M
4832,John Ridley,M
4833,Brian Helgeland,M
4834,Jonathan Mostow,M
4835,Danielle Alexandra,F
4836,Kenneth Ross,M
4837,James Patterson,M
4838,Stephen Kessler,M
4839,Elisa Bell,F
4840,David Brin,M
4841,Donald A. Wollheim,M
4842,Tom Jankiewicz,M
4843,John R. Leonetti,M
4844,Robin Shou,M
4845,Bob Spiers,M
4846,Spice Girls,F
4847,Mel B,F
4848,Jennifer Lopez,F
4849,Mary Norton,F
4850,Mimi Leder,F
4851,Leslie Cockburn,F
4852,Jerome Armstrong,M
4853,Jill Sprecher,F
4854,Lance Young,M
4855,Nathan Lane,M
4856,Sue Miller,F
4857,Liv Tyler,F
4858,Wayne Beach,M
4859,Samuel W. Taylor,M
4860,Rick Moody,M
4861,George Tillman Jr.,M
4862,Vanessa Williams,F
4863,Douglas Preston,M
4864,Anthony Waller,M
4865,Tom Everett Scott,M
4866,Rowan Atkinson,M
4867,Larry Beinhart,M
4868,Homayoun Ershadi,M
4869,David Baldacci,M
4870,Tammy Lauren,F
4871,Hervé Palud,M
4872,Troy Byer,F
4873,Halle Berry,F
4874,Howard Stern,M
4875,Arleen Sorkin,F
4876,Brett Ratner,M
4877,Russell Banks,M
4878,Oren Aviv,M
4879,Harland Williams,M
4880,David Michael Wieger,M
4881,Louise Simonson,F
4882,Tenzin Thuthob Tsarong,M
4883,Kiyoshi Kurosawa,M
4884,Masato Hagiwara,M
4885,Liberto Rabal,M
4886,Félix Enríquez Alcalá,M
4887,Kevin DiCicco,M
4888,Michael Jeter,M
4889,Jana Howington,F
4890,Rob Sitch,M
4891,Santo Cilauro,M
4892,Michael Caton,M
4893,Shuki Levy,M
4894,Jason David Frank,M
4895,Gregory Poirier,M
4896,Robert Gordon,M
4897,Robert King,M
4898,Theodore Witcher,M
4899,Jane Smiley,F
4900,Chris Brancato,M
4901,Max D. Adams,M
4902,David Evans,M
4903,Nick Hornby,M
4904,Robert Farrar,M
4905,Todd Graff,M
4906,Fran Drescher,F
4907,Peter O'Fallon,M
4908,Josh McKinney,M
4909,Ken Solarz,M
4910,Sean Mathias,M
4911,Martin Sherman,M
4912,Scott Yagemann,M
4913,Jeremy Brock,M
4914,Erik Skjoldbjærg,M
4915,Nikolaj Frobenius,M
4916,Ole Bornedal,M
4917,Mark Pavia,M
4918,Miguel Ferrer,M
4919,John Nicolella,M
4920,Kevin Sorbo,M
4921,Paul Miller,M
4922,David Bar Katz,M
4923,Michael Vickerman,M
4924,Vondie Curtis-Hall,M
4925,Tupac Shakur,M
4926,Albert Ash,M
4927,James F. Robinson,M
4928,Sammo Kam-Bo Hung,M
4929,Fibe Ma,F
4930,Gordon Gordon,M
4931,Lev Tolstoy,M
4932,Peter Fonda,M
4933,Steve James,M
4934,Mark Dindal,M
4935,Jonathan Brett,M
4936,David Giles,M
4937,Will Friedle,M
4938,Naomi Wallace,F
4939,Sam Pillsbury,M
4940,Mark Waters,M
4941,Wendy MacLeod,F
4942,Kevin Allen,M
4943,Llyr Ifans,M
4944,Andy Cadiff,M
4945,Bob Mosher,M
4946,Christopher McDonald,M
4947,Jeff Rothberg,M
4948,Mark Pellington,M
4949,Dan Wakefield,M
4950,Bob Koherr,M
4951,Stephen Kay,M
4952,Neal Cassady,M
4953,Thomas Jane,M
4954,Robert Nelson Jacobs,M
4955,Christopher Reed,M
4956,Michael Davis,M
4957,Joshua Schaefer,M
4958,Michael Nicholson,M
4959,Stephen Dillane,M
4960,Joseph Conrad,M
4961,Andy Wilson,M
4962,Mark Haskell Smith,M
4963,David Duchovny,M
4964,Neil LaBute,M
4965,Robert Downey Sr.,M
4966,Alyssa Milano,F
4967,Lionel C. Martin,M
4968,Mark Brown,M
4969,Bill Bellamy,M
4970,John Patrick Kelley,M
4971,Peter Crabbe,M
4972,Laura Jones,F
4973,Peter Høeg,M
4974,Sara Bernstein,F
4975,Michael Richards,M
4976,Greg Dinner,M
4977,Janeane Garofalo,F
4978,Robert Rodat,M
4979,David McKenna,M
4980,David Levien,M
4981,Erich Kästner,M
4982,Lindsay Lohan,F
4983,Frank Coraci,M
4984,Ron Osborn,M
4985,Ross LaManna,M
4986,Ed Decter,M
4987,David Wechter,M
4988,Jordana Brewster,F
4989,Robert D. San Souci,M
4990,James Jones,M
4991,Miklós László,M
4992,Johnston McCulley,M
4993,Frederick Knott,M
4994,Susannah Grant,F
4995,Marc Norman,M
4996,Harry Elfont,M
4997,Deborah Kaplan,F
4998,Gavin Scott,M
4999,Brenda Chapman,F
5000,Philip LaZebnik,M
5001,Gigi Levangie,F
5002,Bill Kelly,M
5003,David Marconi,M
5004,Jamie Blanks,M
5005,Silvio Horta,M
5006,J.D. Zeik,M
5007,Irwin Allen,M
5008,Sean Gullette,M
5009,Nick Evans,M
5010,Patch Adams,M
5011,Michael Browning,M
5012,Shekhar Kapur,M
5013,Michael Hirst,M
5014,Mark Christopher,M
5015,Ryan Phillippe,M
5016,Steven Rogers,M
5017,Peter Howitt,M
5018,Vincent Gallo,M
5019,Robert Bloch,M
5020,David Nutter,M
5021,Ryne Douglas Pearson,M
5022,Dave Chappelle,M
5023,Eric Darnell,M
5024,Todd Alcott,M
5025,Scott B. Smith,M
5026,John Steakley,M
5027,James Lyons,M
5028,Jeremy Theobald,M
5029,Gaspar Noé,M
5030,Philippe Nahon,M
5031,Sydney Newman,M
5032,Alessandro Baricco,M
5033,Lawrence Wright,M
5034,Steve Koren,M
5035,Chris Kattan,M
5036,Tina Andrews,F
5037,Chris Carter,M
5038,Lance Mungia,M
5039,Jeffrey Falcon,M
5040,Cédric Kahn,M
5041,Charles Berling,M
5042,James Merendino,M
5043,Matthew Lillard,M
5044,Ken Sanzel,M
5045,Chow Yun-Fat,M
5046,Gérard Pirès,M
5047,Samy Naceri,M
5048,Paul Mayersberg,M
5049,Bob Saget,M
5050,Frank Sebastiano,M
5051,Norm MacDonald,M
5052,Hugh Lofting,M
5053,Ludwig Bemelmans,M
5054,Chloë Sevigny,F
5055,Ben Ramsey,M
5056,Christopher Bram,M
5057,François Girard,M
5058,Don McKellar,M
5059,Carlo Cecchi,M
5060,Stephen McCauley,M
5061,Kunihiko Yuyama,M
5062,Satoshi Tajiri,M
5063,Veronica Taylor,F
5064,Hype Williams,M
5065,Anthony Bodden,M
5066,Nas,M
5067,Victor Hugo,M
5068,Kirk Jones,M
5069,Ian Bannen,M
5070,Magda Szubanski,F
5071,Joe Klein,M
5072,Frederik Du Chau,M
5073,Vera Chapman,F
5074,Jessalyn Gilsig,F
5075,Alexandra Dahlström,F
5076,Rodman Philbrick,M
5077,Kieran Culkin,M
5078,Ian Michael Smith,M
5079,Bodil Jørgensen,F
5080,Skip Woods,M
5081,Gordan Mihic,M
5082,Daryl Matthews,M
5083,Troy Miller,M
5084,Jonathan Darby,M
5085,Kevin Rodney Sullivan,M
5086,Mark Nutter,M
5087,John Warren,M
5088,Lisa Cholodenko,F
5089,Jonathan Harr,M
5090,Willard Carroll,M
5091,Igor Kovalyov,M
5092,David N. Weiss,M
5093,Elizabeth Daily,F
5094,LisaRaye McCoy,F
5095,Alan Cohn,M
5096,Anthony Abrams,M
5097,Greg Erb,M
5098,William Mickelberry,M
5099,Margaret Rosenthal,F
5100,Catherine McCormack,F
5101,Claude Stanush,M
5102,Marcos Bernstein,M
5103,Joseph Cross,M
5104,Pierre Jolivet,M
5105,Jay Mohr,M
5106,David Klass,M
5107,Eoin McNamee,M
5108,Esther Freud,F
5109,Chris Eyre,M
5110,Sherman Alexie,M
5111,Toni Morrison,F
5112,Sean McNamara,M
5113,Loni Anderson,F
5114,Julio Medem,M
5115,Najwa Nimri,F
5116,Anna Quindlen,F
5117,Dean Semler,M
5118,Chris Soth,M
5119,Howie Long,M
5120,Tamara Jenkins,F
5121,Natasha Lyonne,F
5122,John Pieplow,M
5123,Dee Snider,M
5124,Kevin Gage,M
5125,Arata Iura,M
5126,Steve Gomer,M
5127,Stephen White,M
5128,George Hearn,M
5129,David Veloz,M
5130,Jerry Stahl,M
5131,Steve Boyum,M
5132,Jim Herzfeld,M
5133,Paul Walker,M
5134,Predrag Antonijevic,M
5135,Robert Orr,M
5136,Jim Cartwright,M
5137,Hirotsugu Kawasaki,M
5138,Yasutaka Itô,M
5139,Shôtarô Morikubo,M
5140,Thandiwe Newton,F
5141,David Dobkin,M
5142,Matthew L. Healy,M
5143,Tom Nursall,M
5144,David Moreton,M
5145,Todd Stephens,M
5146,Chris Stafford,M
5147,Neil Abramson,M
5148,Jon Bernstein,M
5149,Jerry Springer,M
5150,Stephen McCole,M
5151,Eddie Little,M
5152,James Frey,M
5153,Michael Grant Jaffe,M
5154,Larry David,M
5155,Angela Huth,F
5156,Nicole Garcia,F
5157,Rodney Gibbons,M
5158,Mark Evan Schwartz,M
5159,Kathleen Fee,F
5160,Amy Brenneman,F
5161,Jake Kasdan,M
5162,Frank Parkin,M
5163,Tony Cinciripini,M
5164,Jonah Raskin,M
5165,David Rabe,M
5166,Dean Parisot,M
5167,Vince Gilligan,M
5168,Chuck Palahniuk,M
5169,Patricia Highsmith,F
5170,Paul Weitz,M
5171,Adam Herz,M
5172,Jason Biggs,M
5173,Alan Ball,M
5174,Gil Junger,M
5175,Karen McCullah,F
5176,David Howard,M
5177,Roger Michell,M
5178,Sarah Michelle Gellar,F
5179,Daniel Myrick,M
5180,Heather Donahue,F
5181,Jeffrey Eugenides,M
5182,Susanna Kaysen,F
5183,E.B. White,M
5184,Duncan Kennedy,M
5185,W. Peter Iliff,M
5186,James Van Der Beek,M
5187,Robert Iscove,M
5188,R. Lee Fleming Jr.,M
5189,Freddie Prinze Jr.,M
5190,Washington Irving,M
5191,David E. Kelley,M
5192,Chris Buck,M
5193,Tony Goldwyn,M
5194,Tom Perrotta,M
5195,Tim McCanlies,M
5196,Neal Purvis,M
5197,Caroline Ducey,F
5198,Kinka Usher,M
5199,Steve Franks,M
5200,Arturo Pérez-Reverte,M
5201,Marie Brenner,F
5202,Mike Mitchell,M
5203,Harris Goldberg,M
5204,Rob Schneider,M
5205,Robert Ramsey,M
5206,Alan Trustman,M
5207,Michael Patrick Jann,M
5208,Lona Williams,F
5209,Kimberly Peirce,F
5210,Robb White,M
5211,Jamie Babbit,F
5212,Brian Peterson,M
5213,Abby Kohn,F
5214,Darren Stein,M
5215,Rose McGowan,F
5216,Jeffery Deaver,M
5217,Pamela Gray,F
5218,Diane Lane,F
5219,Homer H. Hickam Jr.,M
5220,David Self,M
5221,John August,M
5222,Donald E. Westlake,M
5223,John Roach,M
5224,Terri Hughes Burton,F
5225,Devon Sawa,M
5226,Carl V. Dupré,M
5227,Nelson DeMille,M
5228,Lynne Ramsay,F
5229,Tommy Flanagan,M
5230,Ted Griffin,M
5231,Frances O'Connor,F
5232,Guillaume Depardieu,M
5233,Helen Mirren,F
5234,Isaac Asimov,M
5235,Josann McGibbon,F
5236,Josef Rusnak,M
5237,Daniel F. Galouye,M
5238,Andy Heyward,M
5239,Ehren Kruger,M
5240,Rubin 'Hurricane' Carter,M
5241,John Schultz,M
5242,Todd Strasser,M
5243,Melissa Joan Hart,F
5244,Michael Berry,M
5245,Nicholas Sparks,M
5246,Tom Lazarus,M
5247,Alexandra Rose,F
5248,Justin Kerrigan,M
5249,John Simm,M
5250,Adam Fields,M
5251,Anna Campion,F
5252,John Bruno,M
5253,Bruce McCulloch,M
5254,Molly Shannon,F
5255,Malcolm D. Lee,M
5256,Taye Diggs,M
5257,Alexander Stuart,M
5258,Ray Winstone,M
5259,Andrew Klavan,M
5260,Julie Taymor,F
5261,Anne Wheeler,F
5262,Peggy Thompson,F
5263,Joe Basile,M
5264,Frank McCourt,M
5265,Mic Rodgers,M
5266,Anna Leonowens,F
5267,Bruno Dumont,M
5268,Emmanuel Schotté,M
5269,Steven Paul,M
5270,John L. Greene,M
5271,Denis Lavant,M
5272,Mona Simpson,F
5273,Daniel Woodrell,M
5274,Risa Bramon Garcia,F
5275,Shana Larsen,F
5276,Émile Gaudreault,M
5277,Adam Scheinman,M
5278,René Goscinny,M
5279,Eric Goldberg,M
5280,James Levine,M
5281,Emily Bergl,F
5282,Rand Ravich,M
5283,Tim Hill,M
5284,Jerry Juhl,M
5285,Mahmoud Aiden,M
5286,Behzad Dorani,M
5287,Marc Behm,M
5288,Rick Famuyiwa,M
5289,Elayn J. Taylor,F
5290,Jeff Franklin,M
5291,French Stewart,M
5292,Darcy Frey,M
5293,Gary Halvorson,M
5294,Mitchell Kriegman,M
5295,Kevin Clash,M
5296,Bari Wood,F
5297,Jim Broadbent,M
5298,Jacquelyn Mitchard,F
5299,Michael Corrente,M
5300,Shawn Hatosy,M
5301,Mark Tarlov,M
5302,Judith Roberts,F
5303,Takao Okawara,M
5304,Hiroshi Kashiwabara,M
5305,Takehiro Murata,M
5306,Damien O'Donnell,M
5307,Ayub Khan-Din,M
5308,Om Puri,M
5309,Michael Haigney,M
5310,Louis Morneau,M
5311,John Logan,M
5312,Colette Burson,F
5313,Bonnie Root,F
5314,John Mortimer,M
5315,Anne Rapp,F
5316,Damon Santostefano,M
5317,Rodney Patrick Vaccaro,M
5318,Martha Fiennes,F
5319,Peter Ettedgui,M
5320,Michael Dobson,M
5321,Loren Dean,M
5322,Chris Roberts,M
5323,Robert Pucci,M
5324,David Guterson,M
5325,Peter Ho-Sun Chan,M
5326,Cathleen Schine,F
5327,Gary Sinyor,M
5328,Roi Cooper Megrue,M
5329,Michael Rymer,M
5330,Michael Henry Brown,M
5331,Mark Childress,M
5332,J.B. Cook,M
5333,David Spade,M
5334,Rolf Schübel,M
5335,Ruth Toma,F
5336,Joachim Król,M
5337,Scott Silver,M
5338,Buddy Ruskin,M
5339,Mike Barker,M
5340,Alessandro Nivola,M
5341,Peter Kassovitz,M
5342,Jurek Becker,M
5343,Hank Azaria,M
5344,Jake Scott,M
5345,Selwyn Roberts,M
5346,Kurt Vonnegut Jr.,M
5347,Rebecca Pidgeon,F
5348,Hossein Mahjoub,M
5349,Jean-Pierre Dardenne,M
5350,Émilie Dequenne,F
5351,Jim Fall,M
5352,Jason Schafer,M
5353,Christian Campbell,M
5354,Robyn Slovo,F
5355,Martin Arrowsmith,M
5356,Frédéric Fonteyne,M
5357,Philippe Blasband,M
5358,Max Färberböck,M
5359,Maria Schrader,F
5360,Scott Elliott,M
5361,Jane Hamilton,F
5362,Lew McCreary,M
5363,Patrick Cassidy,M
5364,Will Keenan,M
5365,John Standing,M
5366,Oscar Hammerstein II,M
5367,Alison Maclean,F
5368,Denis Johnson,M
5369,Mark Illsley,M
5370,Ed Stone,M
5371,Jeremy Northam,M
