,nome,genero
2176,Arthur Silver,M
2177,Edgar Rice Burroughs,M
2178,Christopher Lambert,M
2179,Michael Cristofer,M
2180,Just Jaeckin,M
2181,Tawny Kitaen,F
2182,Joel Silberg,M
2183,Charles Parker,M
2184,Lucinda Dickey,F
2185,William Wharton,M
2186,Neil Jordan,M
2187,Angela Carter,F
2188,Sarah Patterson,F
2189,Luca Bercovici,M
2190,Peter Liapis,M
2191,Steve Barron,M
2192,Rusty Lemorande,M
2193,Lenny von Dohlen,M
2194,Steve Kloves,M
2195,Charles E. Sellier Jr.,M
2196,Paul Caimi,M
2197,Lilyan Chauvin,F
2198,Vincent Patrick,M
2199,Eric Roberts,M
2200,Edwin Davis,M
2201,Ken Hixon,M
2202,Hy Averback,M
2203,Stu Krieger,M
2204,Lisa Hartman,F
2205,Aidan Quinn,M
2206,Richard Tuggle,M
2207,Phil Alden Robinson,M
2208,Neal Marshall,M
2209,Robert Butler,M
2210,Jim Kouf,M
2211,Nancy Dowd,F
2212,Stan Lathan,M
2213,Steven Hager,M
2214,Rae Dawn Chong,F
2215,Cameron Dye,M
2216,W. Somerset Maugham,M
2217,Marvin J. Chomsky,M
2218,Dan Gordon,M
2219,John C. Broderick,M
2220,R. Lance Hill,M
2221,Ron Koslow,M
2222,Ruggero Deodato,M
2223,Cesare Frugoni,M
2224,Lisa Blount,F
2225,W.R. McKinney,M
2226,Tengiz Abuladze,M
2227,Avtandil Makharadze,M
2228,Robert Dillon,M
2229,Russell Mulcahy,M
2230,Everett De Roche,M
2231,Gregory Harrison,M
2232,Charles Fuller,M
2233,Howard E. Rollins Jr.,M
2234,Bill Paterson,M
2235,Richard Mulligan,M
2236,Roger Young,M
2237,David Taylor,M
2238,Charles Shyer,M
2239,Malcolm Lowry,M
2240,Chip Proser,M
2241,William Tannen,M
2242,George LaFountaine,M
2243,Loring Mandel,M
2244,Paul Bartel,M
2245,Philip John Taylor,M
2246,Tab Hunter,M
2247,Jim Sotos,M
2248,Larry Anderson,M
2249,Michael Zorek,M
2250,Joe Morton,M
2251,Craig Bolotin,M
2252,Jon Cryer,M
2253,Robert Grossbach,M
2254,Jonathan Reynolds,M
2255,Mark Buntzman,M
2256,Robert Ginty,M
2257,Ann Biderman,F
2258,Ed. Weinberger,M
2259,Geneviève Bujold,F
2260,Dorian Walker,M
2261,Gene Quintano,M
2262,Éric Rohmer,M
2263,Pascale Ogier,F
2264,Preston Sturges,M
2265,Nicholas Kazan,M
2266,Gillian Armstrong,F
2267,Ron Nyswaner,M
2268,Larry Grusin,M
2269,Richard Pearce,M
2270,Rick Natkin,M
2271,Peter Webb,M
2272,Bud Shrake,M
2273,Charles Dennis,M
2274,Henry James,M
2275,Marcelo Epstein,M
2276,Desmond Nakano,M
2277,Lorenzo Lamas,M
2278,Allan Burns,M
2279,Janice Lee Graham,F
2280,Jeffrey Alan Fiskin,M
2281,Paolo Taviani,M
2282,Luigi Pirandello,M
2283,Margarita Lozano,F
2284,Florence Montgomery,F
2285,Debra Winger,F
2286,Mary Agnes Donoghue,F
2287,Malcolm Mowbray,M
2288,Alan Bennett,M
2289,Rob Cohen,M
2290,Larry Cohen,M
2291,Paul Bogart,M
2292,Andrew Bergman,M
2293,Lawrence Dane,M
2294,Cynthia Dale,F
2295,Bobby Roth,M
2296,Bob Champion,M
2297,Bertrand Tavernier,M
2298,Pierre Bost,M
2299,Louis Ducreux,M
2300,Bill C. Davis,M
2301,John Shea,M
2302,Rod Amateau,M
2303,Chip Hand,M
2304,Greg Bradford,M
2305,Richard C. Sarafian,M
2306,Lawrence Bassoff,M
2307,Patrick Houser,M
2308,Arnold Somkin,M
2309,Ken Cameron,M
2310,Steve Bisley,M
2311,Károly Makk,M
2312,Frank Cucci,M
2313,Roy Battersby,M
2314,Alan Janes,M
2315,Reece Dinsdale,M
2316,Adam Brooks,M
2317,Ippei Kuri,M
2318,Donald Paonessa,M
2319,Danielle Romeo,F
2320,Gene Taft,M
2321,Nick Mancuso,M
2322,Gérard Lauzier,M
2323,Guy Marchand,M
2324,Gerald Petievich,M
2325,William Petersen,M
2326,Eileen Brennan,F
2327,Tom Benedek,M
2328,Don Ameche,M
2329,Anna Hamilton Phelan,F
2330,William Hjortsberg,M
2331,Rudy Ricci,M
2332,Clu Gulager,M
2333,Michael Butler,M
2334,Rod Daniel,M
2335,Jeph Loeb,M
2336,William Kelley,M
2337,Menno Meyjes,M
2338,Savage Steve Holland,M
2339,Edward Khmara,M
2340,Eric Luke,M
2341,Gerard Soeteman,M
2342,Joseph Minion,M
2343,Gregory McDonald,M
2344,Jack Sholder,M
2345,David Chaskin,M
2346,Robert Englund,M
2347,Jeremy Stevens,M
2348,Colin Wilson,M
2349,Phil Hartman,M
2350,Paul Reubens,M
2351,Karen Blixen,F
2352,Lori Cardille,F
2353,Lisa Gottlieb,F
2354,Dennis Feldman,M
2355,Joyce Hyser,F
2356,Fred Dekker,M
2357,William Katt,M
2358,Jerry Paris,M
2359,Ted Berman,M
2360,Lloyd Alexander,M
2361,Grant Bardsley,M
2362,Danny Steinmann,M
2363,Melanie Kinnaman,F
2364,Andrey Konchalovskiy,M
2365,Djordje Milicevic,M
2366,Stuart Gordon,M
2367,H.P. Lovecraft,M
2368,Jeffrey Combs,M
2369,George Barr McCutcheon,M
2370,Louis Venosta,M
2371,Taimak,M
2372,Mark Rosenthal,M
2373,Susan Seidelman,F
2374,Leora Barish,F
2375,Alan Metter,M
2376,Amy Spies,F
2377,Biff Yeager,M
2378,Terry Davis,M
2379,Joe Eszterhas,M
2380,Barry Longyear,M
2381,Jette Rinck,F
2382,James Spader,M
2383,Keith Critchlow,M
2384,Howard Storm,M
2385,Dimitri Villard,M
2386,Lauren Hutton,F
2387,Gordon Mitchell,M
2388,Rob Morrow,M
2389,Jackie Chan,M
2390,Steve Bloom,M
2391,James Goldman,M
2392,Mikhail Baryshnikov,M
2393,Daniel Attias,M
2394,Hector Babenco,M
2395,Manuel Puig,M
2396,Hanif Kureishi,M
2397,Arthur Conan Doyle,M
2398,Nicholas Rowe,M
2399,Joyce Chopra,F
2400,Joyce Carol Oates,F
2401,James Komack,M
2402,Robert Daley,M
2403,Richard Condon,M
2404,Geoff Murphy,M
2405,Craig Harrison,M
2406,Bruno Lawrence,M
2407,Jûzô Itami,M
2408,William Malone,M
2409,Stan Ivar,M
2410,David Greenwalt,M
2411,Corey Yuen,M
2412,See-Yuen Ng,M
2413,Kurt McKinney,M
2414,Simon Wincer,M
2415,Mary Beth Hurt,F
2416,Ken Ogata,M
2417,Arnold Schulman,M
2418,Max Schott,M
2419,Michael Dinner,M
2420,Charles Purpura,M
2421,Jeanne Rosenberg,F
2422,Meredith Salenger,F
2423,Paul G. Hensler,M
2424,Don Jakoby,M
2425,H. Rider Haggard,M
2426,Richard Chamberlain,M
2427,Paul De Mielche,M
2428,Michael Dudikoff,M
2429,Rospo Pallenberg,M
2430,Powers Boothe,M
2431,Robert Lindsey,M
2432,Donna Deitch,F
2433,Jane Rule,F
2434,Helen Shaver,F
2435,Cary Medoway,M
2436,Lewis Smith,M
2437,Reidar Jönsson,M
2438,Anton Glanzelius,M
2439,John Stockwell,M
2440,Linda Feferman,F
2441,Jane Bernstein,F
2442,Lindsay Harrison,F
2443,Stephen Geoffreys,M
2444,Stephen Gyllenhaal,M
2445,Shannon Presby,M
2446,Ben Zelig,M
2447,Betsy Russell,F
2448,John Murray,M
2449,Clifford Green,M
2450,Louise Lasser,F
2451,Charles Robert Carner,M
2452,Kurt Thomas,M
2453,Robert Getchell,M
2454,Christopher Cain,M
2455,John Pielmeier,M
2456,Will Vinton,M
2457,Susan Shadburne,F
2458,James Whitmore,M
2459,Elmore Leonard,M
2460,Lloyd Fonvielle,M
2461,Sting,M
2462,Mike Hodges,M
2463,Griff Rhys Jones,M
2464,Mel Smith,M
2465,Reuben Bercovitch,M
2466,Raymond Burr,M
2467,David Hare,M
2468,Andrew Birkin,M
2469,Peter Masterson,M
2470,Geraldine Page,F
2471,Lance Hool,M
2472,Steve Bing,M
2473,Phillip Borsos,M
2474,John Katzenbach,M
2475,James Gregory Kingston,M
2476,Luis Puenzo,M
2477,Aída Bortnik,F
2478,Norma Aleandro,F
2479,Ralph Farquhar,M
2480,Sheila E.,F
2481,Larry DiTillio,M
2482,John Erwin,M
2483,Jeremy Leven,M
2484,Edward Yang,M
2485,T'ien-wen Chu,F
2486,Chin Tsai,M
2487,Abdulah Sidran,M
2488,Moreno D'E Bartolli,M
2489,Steven Hahn,M
2490,Jeffrey Scott,M
2491,Joe Colligan,M
2492,Jack Finney,M
2493,Glenn Close,F
2494,Paul Donovan,M
2495,Lenore Zann,F
2496,Arna Selznick,F
2497,Peter Sauder,M
2498,Georgia Engel,F
2499,Bud Yorkin,M
2500,Shelagh Delaney,F
2501,Dick Clement,M
2502,Robert Dornhelm,M
2503,Michael Ventura,M
2504,Susan Dey,F
2505,Tod Carroll,M
2506,Daniel Jenkins,M
2507,Freddie Francis,M
2508,Dylan Thomas,M
2509,Timothy Dalton,M
2510,Judge Reinhold,M
2511,Nicholas Gage,M
2512,Kate Nelligan,F
2513,Gavin Millar,M
2514,Coral Browne,F
2515,Martin Stellman,M
2516,Harvey Miller,M
2517,Steven Horowitz,M
2518,Susan Isaacs,F
2519,Susan Sarandon,F
2520,Bernard Deyriès,M
2521,Jean Chalopin,M
2522,Bettina Bush,F
2523,Alice Arlen,F
2524,Coline Serreau,F
2525,Roland Giraud,M
2526,Raju Patel,M
2527,T. Michael Harry,M
2528,Adam Friedman,M
2529,Mario Van Peebles,M
2530,Jovan Acin,M
2531,Gala Videnovic,F
2532,Michael Jacobs,M
2533,Ray Lawrence,M
2534,Barry Otto,M
2535,Jonathan Sanger,M
2536,Ronald Bass,M
2537,István Szabó,M
2538,Klaus Maria Brandauer,M
2539,Gary Hudson,M
2540,Charles Davis,M
2541,Forrest Tucker,M
2542,Peter Maas,M
2543,William Asher,M
2544,Charles Grodin,M
2545,Georges Lautner,M
2546,Philippe Nicaud,M
2547,Michael Pearce,M
2548,Russell Hoban,M
2549,Glenda Jackson,F
2550,Ettore Scola,M
2551,Ruggero Maccari,M
2552,Roger L. Simon,M
2553,Renée Missel,F
2554,Raphael Sbarge,M
2555,Sig Shore,M
2556,Denise Coward,F
2557,Élisabeth Rappeneau,F
2558,Mordecai Richler,M
2559,Rob Nilsson,M
2560,Roy Kissin,M
2561,Cary Parker,M
2562,John Gordon Sinclair,M
2563,Heywood Kling,M
2564,Jimmy Keegan,M
2565,Ian Mune,M
2566,Ronald Hugh Morrieson,M
2567,Peter Bland,M
2568,Pascal Bonitzer,M
2569,Fabienne Babe,F
2570,Brian Gilbert,M
2571,Jane Snowden,F
2572,Patrick Jamain,M
2573,Robert Geoffrion,M
2574,Nathalie Baye,F
2575,Mehdi Charef,M
2576,Kader Boukhanef,M
2577,Kenneth Eastaugh,M
2578,Barry Jackson,M
2579,Petru Popescu,M
2580,Caroline Huppert,F
2581,Jim Cash,M
2582,Peter Faiman,M
2583,Paul Hogan,M
2584,Dennis Lee,M
2585,Gregory Widen,M
2586,Gary Goldman,M
2587,Howard Deutch,M
2588,Thomas Harris,M
2589,Steve Gerber,M
2590,George Langelaan,M
2591,Howard Ashman,M
2592,Rick Moranis,M
2593,Paul Theroux,M
2594,Pat Morita,M
2595,Neal Jimenez,M
2596,Elizabeth McNeill,F
2597,S.S. Wilson,M
2598,Umberto Eco,M
2599,Walter Tevis,M
2600,David Anspaugh,M
2601,Angelo Pizzo,M
2602,James Carabatsos,M
2603,Mark H. Baker,M
2604,Joey Cramer,M
2605,Paula Gosling,F
2606,Jerry Leichtling,M
2607,Lizzie Borden,F
2608,Louise Smith,F
2609,Corey Haim,M
2610,Tom McLoughlin,M
2611,Thom Mathews,M
2612,David Giler,M
2613,Philippe Djian,M
2614,Jean-Hugues Anglade,M
2615,Stephen Herek,M
2616,Domonic Muir,M
2617,Kevin Alyn Elders,M
2618,Louis Gossett Jr.,M
2619,John McNaughton,M
2620,Richard Fire,M
2621,Michael Rooker,M
2622,Jason Lively,M
2623,Erland Josephson,M
2624,Robert Harmon,M
2625,Eric Red,M
2626,Sam Bernard,M
2627,Bart Conner,M
2628,Judy Freudberg,F
2629,Harry Winer,M
2630,Kate Capshaw,F
2631,Luciano Vincenzoni,M
2632,Peter Young,M
2633,Dale Launer,M
2634,Nelson Shin,M
2635,Ron Friedman,M
2636,Ezra Sacks,M
2637,John Carl Buechler,M
2638,Michael Moriarty,M
2639,Elliott Lewitt,M
2640,Lucy Deakins,F
2641,E. Max Frye,M
2642,John Fusco,M
2643,Jean M. Auel,F
2644,Tracy Camilla Johns,F
2645,Gregory Hines,M
2646,Lawrence Block,M
2647,Carol Black,F
2648,Brian Gibson,M
2649,Mark Victor,M
2650,Leos Carax,M
2651,Charles Edward Pogue,M
2652,Gary Nelson,M
2653,Masanori Hata,M
2654,Kyôko Koizumi,F
2655,Derek Jarman,M
2656,Noam Almaz,M
2657,Randa Haines,F
2658,Mark Medoff,M
2659,Richard Blake,M
2660,Karen Black,F
2661,Assumpta Serna,F
2662,René Fauchois,M
2663,Fred Walton,M
2664,Danilo Bach,M
2665,Deborah Foreman,F
2666,John Brownjohn,M
2667,Trevor Nunn,M
2668,Chris Bryant,M
2669,Harry Shearer,M
2670,Claude Berri,M
2671,Stephen Volk,M
2672,Robert T. Megginson,M
2673,Bryan Brown,M
2674,Ronald Shusett,M
2675,Brian Kerwin,M
2676,Lucy Irvine,F
2677,George Gallo,M
2678,Danny DeVito,M
2679,Walon Green,M
2680,Richard Jordan,M
2681,John Lithgow,M
2682,Rhet Topham,M
2683,Marc Price,M
2684,Shel Lytton,F
2685,Dirk Benedict,M
2686,David Franzoni,M
2687,Duncan Gibbins,M
2688,Bill Phillips,M
2689,Craig Sheffer,M
2690,Edwin Blum,M
2691,David Byrne,M
2692,Jimmy T. Murakami,M
2693,Raymond Briggs,M
2694,Peggy Ashcroft,F
2695,Gail Morgan Hickman,F
2696,Diana Henstell,F
2697,Matthew Labyorteaux,M
2698,Tom DeSimone,M
2699,Linda Carol,F
2700,Leo Garen,M
2701,Stephen Lang,M
2702,Richard Wenk,M
2703,Donald P. Borchers,M
2704,Ted Nicolaou,M
2705,Diane Franklin,F
2706,Thomas Michael Donnelly,M
2707,Harley Cokeliss,M
2708,Robert M. Young,M
2709,William Mastrosimone,M
2710,Farrah Fawcett,F
2711,Leonard Michaels,M
2712,David Dukes,M
2713,Marie Rivière,F
2714,James Orr,M
2715,Peter Manoogian,M
2716,Paul De Meo,M
2717,Andrew Prine,M
2718,Robert Gosnell,M
2719,Jerry Kramer,M
2720,Laurie Craig,F
2721,Daphne Zuniga,F
2722,Kevin Tenney,M
2723,Todd Allen,M
2724,Christopher Morahan,M
2725,Michael Frayn,M
2726,Lee David Zlotoff,M
2727,Terence Stamp,M
2728,Rocco Urbisci,M
2729,Michael Patrick Goodman,M
2730,Evan Archerd,M
2731,Mitchell Gaylord,M
2732,James Cresson,M
2733,Beth Henley,F
2734,Becky Johnston,F
2735,Nadia Tass,F
2736,David Parker,M
2737,Colin Friels,M
2738,George Mendeluk,M
2739,Janis Allen,F
2740,Sally Kellerman,F
2741,Marco Bellocchio,M
2742,Maruschka Detmers,F
2743,Julien Temple,M
2744,Colin MacInnes,M
2745,Patsy Kensit,F
2746,Jeffrey Delman,M
2747,Scott Valentine,M
2748,William Goldman,M
2749,William Fruet,M
2750,Barney Cohen,M
2751,Martin Hewitt,M
2752,Tony Kayden,M
2753,Jim Goddard,M
2754,John Kohn,M
2755,David Himmelstein,M
2756,Ted Danson,M
2757,Siyabonga Mabaso,M
2758,Mark Feldberg,M
2759,Michael Schoeffling,M
2760,David Beaird,M
2761,W.E. Johns,M
2762,Neil Dickson,M
2763,Bob Swaim,M
2764,Edward Behr,M
2765,Moshé Mizrahi,M
2766,Denys Arcand,M
2767,Dominique Michel,F
2768,James Karen,M
2769,Douglas Bowie,M
2770,Blythe Danner,F
2771,Paul Schneider,M
2772,Alan Friedman,M
2773,David Rayfiel,M
2774,Dexter Gordon,M
2775,Naomi Foner,F
2776,Bill Sherwood,M
2777,John Bolger,M
2778,Steve Zacharias,M
2779,Daryl Duke,M
2780,George Arthur Bloom,M
2781,Bob Weinstein,M
2782,Daniel Jordano,M
2783,Tom Moore,M
2784,Marsha Norman,F
2785,Wayne Crawford,M
2786,Shari Shattuck,F
2787,Michelle Manning,F
2788,Ross Macdonald,M
2789,Milton Wexler,M
2790,Zoran Perisic,M
2791,Thom Keyes,M
2792,Scott McGinnis,M
2793,Bertrand Blier,M
2794,Jon Boorstin,M
2795,Scott Fields,M
2796,Simon Langton,M
2797,Julian Bond,M
2798,Dale Schott,M
2799,Maxine Miller,F
2800,Dominic Orlando,M
2801,Renny Harlin,M
2802,Mike Norris,M
2803,Eugene Corr,M
2804,Linda Remy,F
2805,Eliseo Subiela,M
2806,Lorenzo Quinteros,M
2807,Kent Stowell,M
2808,Hugh Duncan Bigney Mitchell,M
2809,Kristina Nehm,F
2810,Henning Carlsen,M
2811,Gideon Amir,M
2812,Malcolm Barbour,M
2813,Fred Olen Ray,M
2814,T.L. Lankford,M
2815,Tom Kempinski,M
2816,John Sheppard,M
2817,Jonathan Crombie,M
2818,Jerrold Freedman,M
2819,Richard Wesley,M
2820,Victor Love,M
2821,Fons Rademakers,M
2822,Derek de Lint,M
2823,Evelyn Purcell,F
2824,Deran Sarafian,M
2825,Dennis Christopher,M
2826,Frank Harris,M
2827,Leo Fong,M
2828,Claude Lelouch,M
2829,Jan Fischer,M
2830,Jim Thomas,M
2831,Edward Neumeier,M
2832,Emile Ardolino,M
2833,David Simkins,M
2834,Shane Black,M
2835,Kathryn Bigelow,F
2836,Adrian Pasdar,M
2837,Michael Gottlieb,M
2838,Edward Rugoff,M
2839,Andrew McCarthy,M
2840,Gary Goddard,M
2841,Dolph Lundgren,M
2842,James Dearden,M
2843,Clive Barker,M
2844,Tom Stoppard,M
2845,Kenneth Fearing,M
2846,John Updike,M
2847,Eric Stoltz,M
2848,John Patrick Shanley,M
2849,Stanley Weiser,M
2850,Mitch Markowitz,M
2851,Chuck Russell,M
2852,Michael Swerdlick,M
2853,Patrick Dempsey,M
2854,Leslie Dixon,F
2855,Mark Harmon,M
2856,Gary Conway,M
2857,Mark Peploe,M
2858,Marek Kanievska,M
2859,Bret Easton Ellis,M
2860,Lou Diamond Phillips,M
2861,Joe Roth,M
2862,Andre Gower,M
2863,James Wilby,M
2864,William Dear,M
2865,Michael Gornick,M
2866,Jim Drake,M
2867,Carolyn Lefcourt,F
2868,Terry O'Quinn,M
2869,Jimmy Huston,M
2870,Tab Murphy,M
2871,Jeffrey Bloom,M
2872,Virginia C. Andrews,F
2873,Mick Garris,M
2874,Hume Cronyn,M
2875,Edmond Rostand,M
2876,Tom Mankiewicz,M
2877,Stu Silver,M
2878,Michael Barrie,M
2879,Christopher Leitch,M
2880,David Hugh Jones,M
2881,Helene Hanff,F
2882,Tibor Takács,M
2883,Michael Nankin,M
2884,Stephen Dorff,M
2885,John R. Cherry III,M
2886,Anthony Barrile,M
2887,Steve De Jarnatt,M
2888,Melanie Griffith,F
2889,Anne Holden,F
2890,Barbet Schroeder,M
2891,Charles Bukowski,M
2892,Alan Clarke,M
2893,Andrea Dunbar,F
2894,Siobhan Finneran,F
2895,Peter Werner,M
2896,Dick Wolf,M
2897,Elaine May,F
2898,Norman Mailer,M
2899,Gabriel Axel,M
2900,Stéphane Audran,F
2901,Linda Palmer,F
2902,Anthony Newley,M
2903,Percy Adlon,M
2904,Eleonore Adlon,F
2905,Marianne Sägebrecht,F
2906,Phil Joanou,M
2907,Richard Christian Matheson,M
2908,Casey Siemaszko,M
2909,Alberto Piferi,M
2910,David Paul,M
2911,William Phelps,M
2912,Matt Adler,M
2913,Nicholas Conde,M
2914,Ethan Wiley,M
2915,Arye Gross,M
2916,Brian Garfield,M
2917,Lindsay Crouse,F
2918,Élie Chouraqui,M
2919,A.J. Quinnell,M
2920,Peter R. Hunt,M
2921,Richard Sale,M
2922,Lyndall Hobbs,F
2923,Frankie Avalon,M
2924,Howard Franklin,M
2925,Andrew Smith,M
2926,Madonna,F
2927,Bille August,M
2928,Martin Andersen Nexø,M
2929,Pelle Hvenegaard,M
2930,Eric Roth,M
2931,George Axelrod,M
2932,Janice Karman,F
2933,Ross Bagdasarian Jr.,M
2934,Tamar Simon Hoffs,F
2935,Susanna Hoffs,F
2936,Bruce Pittman,M
2937,Ron Oliver,M
2938,Lisa Schrage,F
2939,Bob Giraldi,M
2940,Joe Menosky,M
2941,Jeff Bleckner,M
2942,Manya Starr,F
2943,John Flynn,M
2944,Michael E. Knight,M
2945,John Allen Nelson,M
2946,Jim Belushi,M
2947,Denis Hamill,M
2948,Pat O'Connor,M
2949,Simon Gray,M
2950,Shelley Long,F
2951,Lorne Cameron,M
2952,Doug Lefler,M
2953,Ben Bolt,M
2954,Clark Howard,M
2955,Irwin Yablans,M
2956,Lane Smith,M
2957,David Leland,M
2958,Emily Lloyd,F
2959,David Freeman,M
2960,Kelly McGillis,F
2961,Lindsay Anderson,M
2962,David Berry,M
2963,John Lahr,M
2964,Frank Deese,M
2965,Avi Kleinberger,M
2966,Marilynne Robinson,F
2967,Christine Lahti,F
2968,Jack Higgins,M
2969,Wayne Wang,M
2970,Don Keith Opper,M
2971,William P. Wood,M
2972,Mario Puzo,M
2973,Lee Harry,M
2974,Michael Hickey,M
2975,Eric Freeman,M
2976,David DeCoteau,M
2977,Dave Eisenstark,M
2978,Linnea Quigley,F
2979,Tom Daley,M
2980,Warren Chaney,M
2981,Deborah Winters,F
2982,Robert Collector,M
2983,George R.R. Martin,M
2984,Bill Svanoe,M
2985,Mary Lambert,F
2986,Patrice Chaplin,F
2987,Ellen Barkin,F
2988,Paul Weiland,M
2989,Bill Cosby,M
2990,Emmanuelle Chaulet,F
2991,James Fox,M
2992,Donald Cammell,M
2993,China Kong,F
2994,Robert Townsend,M
2995,Dom Irrera,M
2996,James Joyce,M
2997,Nicholas Proffitt,M
2998,Tom Topor,M
2999,Joëlle Miquel,F
3000,Melvin Frank,M
3001,Robert Klane,M
3002,Martin Short,M
3003,Rudy Wurlitzer,M
3004,Christopher Frank,M
3005,Floyd Byars,M
3006,Bill Froehlich,M
3007,Lori Lethin,F
3008,Sy Richardson,M
3009,Michael Hoffman,M
3010,Jason Gedrick,M
3011,Marc Shmuger,M
3012,Maria Elena Cellino,F
3013,Loren Avedon,M
3014,Charlie Loventhal,M
3015,Leslie Ray,F
3016,Abel Ferrara,M
3017,Nicholas St. John,M
3018,James Russo,M
3019,Daniel Taplitz,M
3020,Paul Garson,M
3021,Heather Thomas,F
3022,Richard Martini,M
3023,Christine Edzard,F
3024,Charles Dickens,M
3025,John Duigan,M
3026,Noah Taylor,M
3027,Peter Greenaway,M
3028,Joel Cohen,M
3029,Robert Kosberg,M
3030,Sergio Rubini,M
3031,Alan Hines,M
3032,Diane Kurys,F
3033,Darren Robinson,M
3034,Bigas Luna,M
3035,Zelda Rubinstein,F
3036,Elaine Stritch,F
3037,Nikita Mikhalkov,M
3038,Aleksandr Adabashyan,M
3039,Stephen Carpenter,M
3040,Peter Del Monte,M
3041,Sheldon Lettich,M
3042,Whip Hubley,M
3043,Terry Leonard,M
3044,John Gatliff,M
3045,Fred Dryer,M
3046,Dorothy Ann Puzo,F
3047,Lisa M. Hansen,F
3048,Eddie Deezen,M
3049,Tennessee Williams,M
3050,Joanne Woodward,F
3051,Yurek Bogayevicz,M
3052,Sally Kirkland,F
3053,Roderick Thorp,M
3054,Michael McDowell,M
3055,Gary Ross,M
3056,Barry Morrow,M
3057,Ray Nelson,M
3058,Roddy Piper,M
3059,John Cornell,M
3060,Michael Lehmann,M
3061,Daniel Waters,M
3062,Gary K. Wolf,M
3063,Donald Petrie,M
3064,Annabeth Gish,F
3065,Chris Gerolmo,M
3066,Don Mancini,M
3067,Catherine Hicks,F
3068,William Davies,M
3069,Charles Crichton,M
3070,Kevin Wade,M
3071,Newt Arnold,M
3072,Jean-Claude Van Damme,M
3073,Nikos Kazantzakis,M
3074,Barry Strugatz,M
3075,Pat Hingle,M
3076,Peter MacDonald,M
3077,Christopher Hampton,M
3078,Julie Brown,F
3079,Geena Davis,F
3080,John Waters,M
3081,Sonny Bono,M
3082,Milan Kundera,M
3083,Theodore Simonson,M
3084,Shawnee Smith,F
3085,George Scribner,M
3086,Jim Cox,M
3087,Joey Lawrence,M
3088,Zalman King,M
3089,Sherilyn Fenn,F
3090,Iris Rainer,F
3091,Anne Tyler,F
3092,Charles McKeown,M
3093,John Neville,M
3094,Stephen Chiodo,M
3095,Charles Chiodo,M
3096,Dwight H. Little,M
3097,Dhani Lipsius,F
3098,Sam Egan,M
3099,Cassandra Peterson,F
3100,Christine Ebersole,F
3101,Steven Seagal,M
3102,Mitch Glazer,M
3103,Keenen Ivory Wayans,M
3104,Stan Winston,M
3105,Ed Justin,M
3106,Daryl Haney,M
3107,Terry Kiser,M
3108,Greg Beeman,M
3109,Neil Tolkin,M
3110,Tony Randel,M
3111,Peter Atkins,M
3112,Doug Bradley,M
3113,Michael Schiffer,M
3114,Jerico Stone,M
3115,John Bryson,M
3116,Amanda Donohoe,F
3117,Robert Bierman,M
3118,Astrid Lindgren,F
3119,Tami Erin,F
3120,Eliot Asinof,M
3121,Ramón Menéndez,M
3122,William Lustig,M
3123,Carmen Maura,F
3124,Bubba Smith,M
3125,Joe Augustyn,M
3126,Cathy Podewell,F
3127,Zelda Barron,F
3128,Lanier Laney,M
3129,David Saperstein,M
3130,Heather O'Rourke,F
3131,Anthony Hickox,M
3132,Jay Cronley,M
3133,Jeffrey Lau,M
3134,William Ragsdale,M
3135,Jackie Mason,M
3136,Bud S. Smith,M
3137,Francis Megahy,M
3138,Pierce Brosnan,M
3139,Kenneth Johnson,M
3140,Fisher Stevens,M
3141,Wade Davis,M
3142,William Richert,M
3143,Larry Ferguson,M
3144,Dori Pierson,F
3145,Michael Stewart,M
3146,Jason Beghe,M
3147,Carl Schultz,M
3148,Ellen Green,F
3149,James Le Gros,M
3150,Craig R. Baxley,M
3151,Robert Reneau,M
3152,Jay McInerney,M
3153,Harv Zimmel,M
3154,George Dzundza,M
3155,Frank LaLoggia,M
3156,Lukas Haas,M
3157,Harold T.P. Hayes,M
3158,Rockne S. O'Bannon,M
3159,David Green,M
3160,Colin Shindler,M
3161,Phil Collins,M
3162,Tim Kazurinsky,M
3163,Agatha Christie,F
3164,Rupert Walters,M
3165,David Twohy,M
3166,Scott Grimes,M
3167,Mark Goldblatt,M
3168,Terry Black,M
3169,Stephen Singular,M
3170,Eric Bogosian,M
3171,Joan Freeman,F
3172,Justine Bateman,F
3173,James Oliver Curwood,M
3174,Tchéky Karyo,M
3175,John Nichols,M
3176,Rubén Blades,M
3177,Paul Flaherty,M
3178,Josh Goldstein,M
3179,Charlie Schlatter,M
3180,Larry Ketron,M
3181,William C. Anderson,M
3182,Geneviève Robert,F
3183,Wendy Goldman,F
3184,Rowdy Herrington,M
3185,Steven Kampmann,M
3186,Mira Nair,F
3187,Shafiq Syed,M
3188,Yahoo Serious,M
3189,Geoff Burrowes,M
3190,John Dixon,M
3191,Tom Burlinson,M
3192,Andy Breckman,M
3193,Roger Vadim,M
3194,R.J. Stewart,M
3195,Phil Davis,M
3196,Bruno Nuytten,M
3197,Reine-Marie Paris,F
3198,Harvey Fierstein,M
3199,Ken Kwapis,M
3200,Deborah Blum,F
3201,Cyndi Lauper,F
3202,Catherine Breillat,F
3203,Delphine Zentout,F
3204,Annabel Jankel,F
3205,Aaron Norris,M
3206,Robert Abramoff,M
3207,Bernard Hill,M
3208,Jon Hess,M
3209,Dean R. Koontz,M
